Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
2001,414,306,420,410,378,458,398,415,362,376,292,244
2002,410,317,388,411,424,501,405,385,392,355,290,305
2003,387,319,341,398,369,390,361,366,388,397,292,256
2004,347,306,380,440,410,419,388,413,400,407,405,277
2005,416,391,389,429,410,415,380,439,416,404,410,322
2006,451,390,393,492,426,449,455,489,439,455,396,292
2007,459,422,444,504,471,497,447,496,489,505,405,332
2008,443,399,390,479,447,537,473,478,379,447,346,264
2009,366,296,276,413,339,359,338,348,325,297,327,219
2010,394,282,347,339,408,362,360,396,335,351,316,237
2011,343,338,369,416,403,420,331,429,413,406,336,315
2012,369,369,382,421,436,437,402,503,383,435,395,322
2013,462,348,356,459,456,402,452,487,405,435,347,289
2014,444,373,397,470,512,513,506,471,497,540,471,377
2015,555,399,451,486,471,544,539,541,519,525,475,364
2016,464,451,479,507,489,498,607,543,503,571,446,341
2017,499,440,471,492,508,609,549,614,545,586,503,364
2018,594,458,497,561,631,645,648,652,588,646,493,462
2019,677,513,559,588,594,614,658,646,553,554,444,447
2020,582,511,408,321,749,627,550,677,569,577,574,395
2021,532,381,512,613,574,605,643,691,619,616,593,511
