Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
2001,20,8,10,12,9,7,11,10,13,17,12,13
2002,15,10,6,10,9,8,11,9,12,14,14,12
2003,14,11,8,9,8,8,13,10,11,14,16,13
2004,14,8,8,12,9,7,11,9,14,12,11,13
2005,13,8,7,10,9,8,8,10,13,15,11,10
2006,14,10,8,11,9,9,9,10,12,13,10,9
2007,13,7,8,11,8,11,11,12,12,16,12,13
2008,17,11,10,12,10,9,12,12,14,20,17,17
2009,22,12,12,15,9,10,15,11,14,14,12,16
2010,16,8,9,12,8,13,12,11,13,13,11,17
2011,12,7,8,9,11,10,10,11,13,13,10,12
2012,15,7,6,10,8,11,10,12,12,15,11,12
2013,14,7,7,13,9,9,10,10,15,10,15,13
2014,15,7,8,9,9,9,9,10,12,10,9,13
2015,13,6,9,9,7,8,9,9,12,12,10,11
2016,10,7,6,11,8,7,7,9,11,10,10,11
2017,11,5,7,6,6,9,8,10,12,12,8,10
2018,12,6,7,8,8,10,9,10,10,13,11,11
2019,9,6,8,8,10,7,11,9,14,13,12,12
2020,10,8,54,63,10,10,11,8,11,11,17,13
2021,14,8,7,7,5,5,7,11,9,11,10,8
