Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
2001,10,6,7,8,8,10,13,13,13,13,11,6
2002,9,5,7,9,9,9,9,15,15,12,9,7
2003,10,5,6,9,7,9,9,12,15,17,9,7
2004,9,6,7,8,10,12,10,17,15,16,11,7
2005,8,6,7,9,10,13,10,17,21,19,13,9
2006,10,6,6,7,11,10,10,15,15,18,11,9
2007,8,6,7,7,11,12,10,14,16,17,9,7
2008,7,6,6,7,10,10,9,13,14,13,7,5
2009,6,4,4,5,7,8,6,10,10,11,6,4
2010,4,4,4,5,8,7,5,9,11,10,5,4
2011,5,3,5,5,11,7,7,11,11,11,6,6
2012,6,4,5,5,11,9,7,10,10,12,9,5
2013,7,5,5,6,10,8,8,13,11,13,8,7
2014,7,5,6,7,12,9,9,14,15,15,10,8
2015,7,7,8,7,11,11,8,14,14,16,11,8
2016,7,6,7,8,12,13,10,16,16,16,11,7
2017,9,5,8,8,12,12,9,17,17,16,12,8
2018,7,6,9,9,13,14,10,19,18,18,14,9
2019,8,7,9,10,13,13,11,18,19,21,15,10
2020,8,6,6,4,5,8,10,14,14,11,9,8
2021,8,7,8,9,9,12,12,18,20,13,15,13
