Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
2001,125,78,92,121,148,141,115,123,130,122,79,66
2002,81,61,69,124,107,121,101,105,97,96,76,64
2003,103,64,71,126,115,98,97,104,91,81,74,68
2004,79,76,79,99,99,97,88,115,104,96,72,58
2005,81,82,77,109,108,102,128,109,92,88,69,65
2006,93,72,81,115,109,118,115,91,97,112,88,75
2007,103,78,85,110,124,121,100,108,106,103,90,63
2008,88,59,67,92,97,99,90,91,90,86,53,54
2009,69,47,63,88,76,76,70,72,72,81,53,52
2010,68,61,75,99,97,96,83,83,71,80,57,51
2011,73,61,58,94,89,105,88,97,85,80,69,55
2012,82,63,70,98,100,90,81,108,88,88,80,73
2013,86,55,68,105,120,102,92,119,109,97,76,85
2014,72,60,77,120,124,105,106,93,93,103,78,78
2015,78,75,71,118,119,122,85,90,94,87,80,70
2016,75,73,84,91,109,120,89,102,87,100,81,65
2017,89,59,73,120,113,127,100,104,111,105,90,67
2018,80,70,85,112,153,123,102,106,106,110,81,66
2019,108,63,77,97,120,128,109,110,109,109,83,63
2020,72,68,82,88,134,175,104,116,82,104,79,61
2021,82,65,79,100,95,150,128,110,89,110,102,78
