Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
2001,37,18,19,22,23,28,38,31,28,38,31,26
2002,38,20,21,36,22,20,29,32,25,28,23,29
2003,32,25,19,30,27,26,28,30,28,31,29,29
2004,40,29,20,38,33,24,30,32,22,34,28,38
2005,36,22,35,32,35,36,33,33,35,30,20,40
2006,31,22,27,26,28,29,32,38,43,32,38,32
2007,39,17,21,30,35,36,28,30,32,28,22,38
2008,29,19,20,29,26,26,30,31,28,35,36,80
2009,41,41,25,37,36,34,36,28,41,37,45,28
2010,26,23,23,22,22,33,28,41,28,19,19,30
2011,43,31,20,22,21,18,23,28,38,24,21,30
2012,23,22,22,27,36,26,23,40,23,25,26,28
2013,32,23,23,22,28,21,29,28,26,23,23,29
2014,40,22,26,23,28,27,32,29,29,28,29,28
2015,31,18,32,22,27,26,26,26,29,29,25,24
2016,29,23,26,30,37,27,33,31,26,24,24,22
2017,26,19,23,23,35,36,33,38,33,29,27,33
2018,45,16,15,25,21,20,28,26,26,28,31,37
2019,40,31,33,29,27,20,26,29,63,31,26,33
2020,30,26,127,120,25,27,29,24,19,20,20,22
2021,30,22,18,19,15,19,20,22,24,25,19,36
