Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
2001,63,41,32,35,47,47,29,40,52,45,43,45
2002,40,34,25,48,35,36,31,36,36,38,32,34
2003,42,29,19,37,22,32,25,41,35,45,36,48
2004,38,28,25,33,28,33,35,38,44,32,40,39
2005,50,27,23,29,32,34,28,49,50,38,34,39
2006,43,31,26,20,26,22,29,31,36,29,45,49
2007,47,25,32,39,36,28,42,37,37,38,59,54
2008,67,28,30,43,30,35,43,39,56,53,52,71
2009,66,60,55,38,43,52,34,57,43,38,41,54
2010,53,34,45,25,26,33,40,28,72,29,69,46
2011,46,24,32,41,26,39,39,32,35,61,32,42
2012,47,33,27,41,45,39,35,42,38,43,35,53
2013,33,32,33,24,29,29,26,35,39,22,29,34
2014,49,37,16,22,26,17,28,31,66,61,43,53
2015,44,20,24,24,28,35,30,60,71,48,36,61
2016,38,38,38,26,31,35,34,47,50,48,31,51
2017,37,21,23,25,34,48,35,44,27,40,39,35
2018,39,23,22,26,30,29,31,43,49,52,52,33
2019,39,24,17,19,23,28,23,39,42,28,46,42
2020,72,28,226,170,35,32,24,29,34,27,38,29
2021,56,20,24,16,15,19,17,22,25,27,23,26
