Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
2001,93,41,52,52,68,79,62,61,49,71,71,55
2002,70,58,50,76,62,52,92,61,61,99,44,84
2003,120,47,45,55,78,69,64,73,75,73,49,68
2004,73,38,37,69,56,50,56,46,49,51,46,69
2005,69,62,60,65,62,69,57,54,44,80,53,82
2006,44,35,47,33,71,61,54,66,67,62,64,63
2007,75,31,54,59,55,51,48,47,101,89,66,93
2008,106,46,73,74,63,97,81,61,61,67,62,65
2009,87,58,75,65,67,58,96,72,53,80,54,52
2010,48,50,36,47,40,54,50,66,44,44,52,62
2011,73,37,41,73,47,58,55,70,61,47,67,58
2012,56,33,41,60,98,44,49,67,63,92,39,49
2013,50,40,46,40,68,55,44,62,75,51,62,55
2014,51,44,39,36,67,50,55,90,79,94,49,55
2015,81,47,55,70,54,51,43,50,79,95,43,53
2016,79,51,48,58,65,60,68,55,64,61,37,80
2017,59,40,50,74,145,99,60,70,76,74,77,48
2018,84,57,52,37,52,45,50,53,45,63,48,63
2019,56,41,48,49,43,44,45,52,67,61,43,82
2020,67,62,293,245,60,65,66,48,47,46,49,59
2021,57,56,51,50,40,56,65,40,72,59,46,63
