Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
2001,39,20,13,30,24,28,31,28,31,39,40,36
2002,45,20,20,27,25,22,27,24,24,27,19,27
2003,40,27,20,24,26,29,32,31,22,28,23,30
2004,33,25,22,22,29,25,27,29,19,25,24,35
2005,35,23,26,26,32,31,29,36,20,22,21,34
2006,26,21,27,25,26,27,33,31,24,32,38,38
2007,39,27,30,35,32,24,30,37,38,36,28,52
2008,35,21,18,32,26,30,33,30,32,32,31,40
2009,42,41,24,29,27,25,33,27,27,33,29,26
2010,27,21,17,18,23,24,27,24,21,20,22,27
2011,41,23,20,21,23,24,30,41,29,24,31,25
2012,30,27,24,23,22,26,24,36,26,36,23,25
2013,36,23,17,16,21,31,24,24,28,28,16,22
2014,26,26,19,20,29,21,27,33,30,25,29,28
2015,34,20,17,17,31,26,23,25,21,31,19,35
2016,36,22,23,17,26,22,26,24,16,24,27,23
2017,31,16,21,19,31,23,27,29,20,26,22,29
2018,33,16,18,27,20,21,28,30,19,30,22,29
2019,33,20,19,22,21,21,25,26,25,21,24,23
2020,26,22,138,142,23,25,18,20,18,21,33,23
2021,30,18,27,19,19,16,20,22,25,27,22,29
