Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
2001,141,128,116,127,120,112,136,112,106,118,99,83
2002,114,95,106,130,110,110,119,101,100,118,86,89
2003,110,105,117,100,120,119,122,105,119,139,108,102
2004,102,110,99,123,130,121,151,118,119,127,92,99
2005,122,108,129,150,121,123,146,136,132,138,126,115
2006,146,134,156,194,172,157,166,153,147,144,112,107
2007,125,111,125,150,141,146,140,146,150,108,119,104
2008,112,105,112,118,110,104,117,99,86,105,87,104
2009,89,90,95,98,99,78,95,86,88,84,74,64
2010,75,65,91,94,106,92,106,104,88,93,79,92
2011,94,98,81,94,85,88,92,98,143,115,107,164
2012,167,118,125,133,134,136,132,134,110,138,122,108
2013,134,123,137,138,131,134,132,130,145,129,101,95
2014,104,133,130,155,176,165,150,155,138,190,141,162
2015,166,138,139,184,184,158,192,175,175,197,170,181
2016,191,152,154,199,150,156,179,173,185,183,173,171
2017,159,165,172,228,214,256,203,176,193,186,166,170
2018,186,173,190,214,197,214,215,197,227,189,202,177
2019,206,198,214,234,235,221,239,218,224,260,203,193
2020,213,201,198,178,163,194,205,209,196,214,194,186
2021,199,236,227,291,265,279,337,301,344,298,281,283
