Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
2001,13,16,14,18,21,21,22,14,11,12,9,9
2002,11,13,11,14,18,17,14,13,9,10,9,9
2003,14,10,8,14,18,18,13,11,9,8,7,8
2004,11,11,11,12,21,17,17,13,11,10,8,10
2005,11,11,12,16,21,22,17,15,13,12,10,10
2006,17,13,14,18,22,22,15,16,13,12,12,12
2007,15,16,14,20,25,28,19,18,15,13,12,11
2008,16,15,13,14,27,21,17,12,9,10,8,8
2009,11,10,9,9,14,15,9,9,8,9,7,8
2010,10,10,9,13,16,17,16,11,10,11,10,9
2011,9,11,11,13,19,19,16,12,12,11,8,9
2012,12,11,11,13,17,18,13,12,10,10,9,10
2013,12,14,13,15,21,19,14,15,11,11,9,9
2014,16,15,13,19,25,25,18,17,13,13,12,12
2015,17,17,15,19,28,23,23,16,14,14,13,14
2016,17,16,15,22,30,28,21,17,15,14,13,13
2017,18,16,14,18,28,27,25,18,15,17,13,14
2018,17,19,19,20,33,35,28,23,18,17,16,18
2019,20,23,20,24,36,34,28,22,18,18,15,17
2020,21,22,17,14,17,19,23,19,17,16,14,16
2021,21,24,23,25,30,34,40,30,26,24,22,29
