Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
2001,36,27,26,33,24,28,31,28,27,34,23,17
2002,31,20,21,29,22,22,27,29,20,27,19,17
2003,28,18,16,24,22,24,20,24,21,25,18,16
2004,26,23,20,25,24,21,28,24,22,26,19,20
2005,24,26,23,33,24,28,26,31,28,29,23,23
2006,32,26,32,37,29,38,30,36,34,29,29,24
2007,34,30,32,35,33,38,35,39,37,33,30,29
2008,32,30,27,27,27,27,26,29,22,28,18,15
2009,21,16,15,16,14,18,14,18,15,19,15,15
2010,22,18,20,30,19,19,20,25,21,24,21,17
2011,18,22,27,24,22,26,27,24,27,25,18,21
2012,28,23,27,28,28,33,25,27,25,29,24,21
2013,28,24,25,34,26,24,26,30,25,29,23,21
2014,29,26,25,34,34,32,35,42,32,37,31,29
2015,35,32,29,36,30,32,46,36,32,45,28,30
2016,35,34,32,43,36,36,45,42,35,37,32,29
2017,35,34,30,43,32,36,41,42,34,36,30,31
2018,40,45,36,46,39,45,49,54,40,48,43,42
2019,49,39,45,47,43,44,59,59,47,48,39,40
2020,53,39,35,40,29,31,42,43,42,44,35,35
2021,48,42,51,60,46,55,70,73,67,72,56,58
