Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
2001,8,4,5,5,5,4,5,6,9,8,7,6
2002,7,5,3,6,4,5,5,6,7,7,8,7
2003,6,5,4,4,4,4,5,6,7,9,7,7
2004,6,4,4,5,6,4,5,6,10,6,7,6
2005,5,3,3,5,6,4,5,7,10,6,6,5
2006,6,4,4,6,4,4,4,6,7,6,6,4
2007,6,3,3,4,4,5,5,6,7,7,7,6
2008,7,5,5,5,5,5,6,7,8,9,10,10
2009,10,6,6,8,6,6,8,7,9,8,8,8
2010,8,3,4,6,5,5,5,7,8,7,7,6
2011,5,3,3,5,5,4,4,7,7,7,7,5
2012,6,4,4,4,6,5,6,7,9,9,7,5
2013,7,3,4,6,4,5,4,6,9,6,8,6
2014,6,3,4,4,5,4,5,6,6,5,7,5
2015,7,4,5,5,5,5,5,6,8,6,8,6
2016,5,5,3,5,5,4,4,5,7,5,6,4
2017,6,3,3,3,3,3,3,4,6,8,5,4
2018,4,3,3,4,3,3,6,4,4,7,5,4
2019,4,2,3,5,5,3,5,5,7,8,7,6
2020,5,4,24,16,6,5,4,3,5,5,11,5
2021,6,4,4,2,3,2,3,6,5,4,7,3
