Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
2001,91,114,101,103,83,83,92,58,62,77,64,53
2002,76,76,66,89,81,75,60,70,53,73,60,54
2003,65,53,44,61,57,64,57,52,50,59,53,51
2004,57,56,58,68,76,68,82,63,65,68,54,63
2005,55,63,62,77,63,79,72,68,72,74,71,71
2006,81,64,80,99,88,82,73,86,77,82,86,83
2007,95,87,94,114,105,116,92,90,94,105,96,88
2008,94,87,93,87,80,69,75,76,53,55,44,41
2009,44,47,50,41,46,43,40,49,37,48,39,36
2010,51,52,53,60,59,49,62,67,48,81,59,53
2011,52,55,56,61,60,64,61,60,62,66,49,47
2012,54,47,59,65,60,67,69,62,67,72,57,59
2013,65,70,66,87,74,73,71,68,65,89,67,68
2014,75,82,79,101,92,117,112,111,97,116,89,90
2015,93,111,109,136,109,107,127,106,97,120,96,90
2016,108,106,114,137,126,127,152,118,116,126,97,114
2017,114,116,96,133,118,122,124,137,124,152,113,114
2018,125,151,152,143,131,141,133,151,152,147,134,138
2019,148,148,159,163,152,154,163,156,152,135,117,116
2020,120,123,107,107,100,103,121,112,107,112,93,105
2021,137,139,160,213,233,241,253,218,192,212,191,208
