Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
2001,88,64,59,95,72,77,130,93,78,98,74,74
2002,93,52,43,84,57,68,83,79,69,64,42,51
2003,71,45,50,51,52,54,72,69,64,60,54,55
2004,65,47,46,57,54,75,93,84,86,65,56,62
2005,78,54,56,74,85,67,73,110,75,69,57,50
2006,62,68,64,55,59,66,101,107,76,78,56,57
2007,74,52,57,65,97,78,77,90,81,77,57,50
2008,72,73,65,89,54,87,79,69,69,60,44,42
2009,45,28,37,38,37,53,49,46,39,46,27,37
2010,48,29,39,46,31,43,53,52,50,48,30,36
2011,31,32,34,34,31,41,43,59,46,40,31,38
2012,54,38,40,49,38,49,63,63,56,45,41,43
2013,50,40,34,59,52,50,53,74,62,49,36,39
2014,46,43,37,52,43,75,61,51,46,47,39,53
2015,51,45,46,55,58,50,60,67,72,67,58,44
2016,58,48,41,45,55,54,72,75,79,69,49,42
2017,68,42,54,47,54,64,83,81,90,71,57,58
2018,62,51,59,74,76,75,80,88,85,72,49,68
2019,96,59,76,73,68,74,104,94,102,93,74,68
2020,78,48,73,60,67,70,94,82,113,119,77,59
2021,85,66,65,85,101,104,113,125,115,108,90,77
