Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
2001,109,79,87,93,90,76,91,95,79,66,58,52
2002,73,60,77,83,69,65,81,71,61,63,73,47
2003,78,81,73,105,75,64,66,72,53,61,47,53
2004,66,61,70,70,71,55,80,67,64,76,62,57
2005,69,75,68,104,72,70,84,81,75,83,72,66
2006,86,84,80,114,79,94,90,89,83,77,67,64
2007,78,79,89,94,84,89,82,87,83,97,71,74
2008,74,74,70,68,69,61,80,84,63,73,47,50
2009,50,51,50,45,43,40,41,44,43,56,39,41
2010,61,42,53,51,54,50,60,64,46,52,48,46
2011,59,56,56,77,64,73,83,83,80,88,61,64
2012,77,84,97,83,75,72,79,75,96,87,70,80
2013,69,85,74,66,68,74,77,82,85,92,78,62
2014,80,64,81,95,87,86,98,95,93,115,99,88
2015,92,104,101,125,116,104,118,107,113,120,91,86
2016,99,116,119,117,121,105,131,120,116,109,103,102
2017,90,112,126,154,118,120,126,141,166,142,129,121
2018,132,161,197,187,173,170,171,187,157,162,166,151
2019,161,159,151,184,156,159,173,163,159,179,133,108
2020,144,151,119,106,128,126,160,146,150,155,145,121
2021,142,151,182,228,241,238,244,237,229,248,228,238
