Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
2001,32,16,20,28,23,25,25,31,23,22,14,16
2002,27,13,16,18,19,18,22,24,20,17,15,15
2003,21,13,13,15,17,16,25,25,20,17,13,13
2004,18,12,12,17,17,16,17,22,19,16,16,14
2005,20,14,16,19,20,19,22,27,21,19,15,15
2006,21,16,17,18,21,19,21,30,22,24,16,17
2007,22,15,17,19,23,21,22,26,19,21,16,17
2008,17,14,17,18,20,19,16,24,19,15,11,11
2009,15,12,11,11,11,13,12,16,12,12,11,10
2010,12,12,13,14,14,16,14,21,16,13,11,11
2011,11,9,11,11,15,15,16,21,16,16,13,12
2012,11,12,15,12,18,16,15,21,14,13,11,12
2013,14,11,11,13,17,17,21,23,19,17,16,14
2014,17,13,15,20,20,21,20,25,20,20,15,13
2015,18,15,17,19,21,18,18,24,22,21,17,18
2016,18,17,18,20,22,21,21,30,19,24,17,19
2017,21,16,19,22,24,22,24,28,22,21,19,20
2018,23,17,20,24,28,25,28,32,26,31,22,20
2019,22,20,21,23,28,29,27,30,26,27,21,20
2020,27,21,20,9,17,20,31,28,24,27,21,20
2021,26,25,26,17,26,32,32,38,30,31,25,22
