Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
2001,46,35,31,43,41,39,51,55,41,46,27,27
2002,37,23,24,35,32,36,47,41,33,36,26,29
2003,42,24,26,28,28,34,40,40,29,30,25,26
2004,35,25,32,37,32,37,40,42,32,35,32,28
2005,39,27,32,37,35,38,43,48,31,36,27,32
2006,38,32,34,43,46,46,52,53,41,53,32,36
2007,46,38,36,48,46,42,53,54,39,40,26,32
2008,37,30,29,37,34,42,43,42,31,29,26,20
2009,31,22,23,25,23,26,31,30,22,26,21,18
2010,23,19,22,29,30,31,30,36,26,28,31,26
2011,25,25,22,28,30,29,36,34,34,28,28,23
2012,27,30,25,30,35,31,41,42,28,27,21,22
2013,34,26,28,37,35,37,41,43,34,36,26,25
2014,35,28,32,33,37,37,40,47,43,38,28,29
2015,35,27,29,39,42,40,46,49,32,31,26,40
2016,41,28,37,36,40,39,42,51,36,39,30,28
2017,40,30,34,37,40,43,49,45,42,48,36,33
2018,41,39,40,46,60,53,60,55,50,51,45,48
2019,51,56,53,44,56,46,54,69,49,46,37,39
2020,46,33,30,35,31,42,47,50,40,45,33,36
2021,54,35,37,53,46,48,67,60,53,53,52,47
