Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
2001,15,8,10,15,11,11,13,13,10,14,8,8
2002,13,7,9,12,11,9,12,14,11,9,7,8
2003,13,8,12,11,9,9,11,12,12,10,6,7
2004,12,8,10,11,10,11,13,17,11,9,7,8
2005,13,9,11,12,11,12,13,16,15,13,10,9
2006,14,11,10,12,11,12,13,15,11,12,9,9
2007,16,11,11,16,12,12,17,15,11,12,7,8
2008,14,11,10,15,13,14,14,14,11,9,6,7
2009,8,7,6,9,7,8,9,11,8,6,6,4
2010,8,7,6,8,8,10,7,9,8,7,6,5
2011,9,6,7,8,8,10,10,10,9,8,6,6
2012,10,7,7,9,8,9,9,10,8,8,7,6
2013,10,7,8,10,10,9,11,14,9,8,6,8
2014,11,8,9,10,10,11,11,16,10,10,7,8
2015,12,13,11,11,11,12,14,14,11,10,9,9
2016,15,11,11,14,14,15,14,23,15,11,9,10
2017,18,11,11,15,13,17,16,18,14,12,10,11
2018,14,10,12,17,16,15,16,19,14,14,12,10
2019,24,14,13,16,15,19,20,19,16,15,11,14
2020,15,12,11,13,13,13,19,17,25,10,7,6
2021,12,10,11,24,25,19,23,25,41,16,11,10
