Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
2001,270,232,229,296,330,363,297,243,288,306,246,145
2002,240,168,210,265,316,296,252,248,230,257,210,174
2003,251,188,217,211,260,299,288,241,297,274,237,216
2004,260,189,238,305,277,307,330,260,321,332,263,225
2005,270,181,254,314,283,343,311,292,385,304,241,189
2006,225,198,229,335,328,315,327,260,302,261,242,193
2007,242,184,232,315,299,303,319,260,307,268,250,190
2008,231,191,222,292,288,357,309,245,277,234,203,174
2009,210,161,193,224,220,297,269,240,280,243,238,171
2010,200,185,201,232,347,349,297,266,349,295,223,212
2011,184,160,248,244,334,300,370,253,292,244,212,178
2012,262,205,240,251,259,287,315,268,349,265,242,198
2013,194,189,259,285,258,315,267,253,319,242,194,159
2014,180,155,222,260,253,245,266,227,286,237,231,180
2015,203,200,245,288,277,313,325,291,288,311,272,203
2016,235,221,274,305,318,352,339,304,288,279,248,239
2017,289,229,264,299,341,333,324,281,301,326,237,188
2018,240,218,241,278,354,366,395,299,306,295,266,201
2019,237,209,267,330,341,331,423,291,320,336,291,197
2020,312,272,205,188,448,478,432,338,335,321,271,166
2021,230,217,256,329,309,378,424,337,335,335,285,233
