Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
2001,28,24,29,34,36,32,34,28,26,27,23,17
2002,22,18,21,36,31,34,35,27,31,31,22,18
2003,24,20,22,31,30,35,30,27,28,30,21,19
2004,20,18,29,38,34,37,30,29,28,27,22,20
2005,24,23,29,38,38,42,35,34,35,30,28,24
2006,28,25,30,39,38,41,37,33,31,33,31,23
2007,23,22,33,39,39,40,34,33,33,35,26,21
2008,26,26,28,36,41,35,32,32,30,29,22,21
2009,21,19,21,27,28,27,31,24,26,24,20,15
2010,18,17,23,27,32,33,27,26,22,23,19,17
2011,18,18,22,30,29,33,28,30,28,23,21,18
2012,23,20,23,32,37,35,30,30,24,27,26,17
2013,19,21,26,36,35,36,29,27,28,30,23,18
2014,26,24,25,34,31,40,34,29,30,30,23,20
2015,27,23,28,32,34,40,37,26,30,30,26,21
2016,25,22,27,39,37,42,37,30,33,28,28,20
2017,29,23,29,33,37,37,31,33,33,37,30,24
2018,26,25,27,42,41,43,39,33,32,36,29,23
2019,31,25,33,44,40,41,41,37,37,39,33,29
2020,33,34,35,39,79,57,45,38,39,43,32,28
2021,33,31,39,46,46,56,50,43,39,38,39,30
