Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
2001,87,53,68,84,61,61,72,79,68,65,52,44
2002,61,44,48,62,55,46,63,87,70,53,39,52
2003,60,43,44,50,45,52,58,58,63,63,36,34
2004,43,39,51,58,52,58,66,77,55,74,46,48
2005,62,47,52,62,58,70,60,92,92,66,55,62
2006,64,56,52,56,71,79,77,85,71,66,60,56
2007,60,48,52,52,67,56,82,81,64,66,49,52
2008,73,61,62,58,67,61,72,83,66,64,39,44
2009,35,36,38,53,35,42,46,71,46,41,45,36
2010,28,33,35,42,43,44,41,54,50,44,36,32
2011,41,29,39,39,37,39,49,62,49,47,29,39
2012,41,41,40,37,42,42,55,48,46,36,30,30
2013,38,32,39,45,48,39,51,54,48,46,33,45
2014,45,33,46,40,53,45,63,68,67,65,41,46
2015,64,69,49,45,63,61,64,70,59,61,50,51
2016,50,41,55,55,49,59,88,70,77,72,56,59
2017,72,55,58,62,58,62,69,83,75,78,52,52
2018,65,45,65,75,68,79,76,96,78,74,47,54
2019,82,62,64,61,60,73,95,99,88,91,51,60
2020,77,66,55,44,49,52,77,76,62,71,46,48
2021,71,61,61,73,78,84,95,107,93,104,69,67
