Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
2001,36,29,31,37,38,41,42,47,35,29,24,25
2002,29,20,22,25,25,29,37,40,32,26,22,21
2003,25,21,18,23,24,26,27,30,26,25,23,21
2004,25,19,22,26,30,25,27,36,28,26,25,20
2005,25,23,25,27,32,28,26,38,28,26,27,23
2006,31,24,28,25,35,32,35,42,34,30,25,24
2007,28,32,28,25,38,29,32,41,34,29,23,22
2008,23,22,21,27,28,28,31,38,35,23,21,17
2009,17,23,14,16,19,21,25,26,21,23,17,18
2010,18,16,19,23,22,22,23,38,25,24,16,18
2011,20,18,22,20,25,24,25,34,29,28,23,18
2012,19,20,19,21,25,31,26,38,26,27,15,19
2013,19,18,20,23,24,21,30,36,28,27,19,19
2014,19,19,22,25,27,28,31,40,31,27,16,18
2015,23,20,23,30,32,25,30,40,33,33,30,30
2016,26,26,29,29,33,30,35,40,33,32,23,27
2017,28,24,27,27,34,28,33,41,37,30,23,25
2018,28,22,30,29,34,43,39,45,37,36,28,28
2019,29,27,27,31,43,48,35,45,37,36,27,29
2020,32,27,25,15,25,25,43,48,34,39,26,23
2021,32,32,34,32,44,44,45,64,41,38,37,31
