Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
2001,70,35,41,42,34,38,53,64,52,62,83,69
2002,53,29,25,28,31,67,47,58,46,61,64,79
2003,58,30,26,59,53,66,66,76,75,81,67,77
2004,51,45,70,63,23,78,32,48,128,80,78,57
2005,63,22,54,39,35,82,31,63,83,33,33,55
2006,38,22,21,34,33,52,64,31,40,56,30,39
2007,86,30,32,34,36,38,39,80,47,29,69,63
2008,45,38,42,25,38,36,54,68,44,28,53,47
2009,70,31,37,50,47,50,48,70,70,42,34,58
2010,62,37,49,46,41,47,52,60,63,41,43,53
2011,60,35,33,43,37,46,38,54,72,70,37,75
2012,30,21,18,29,29,27,30,37,46,38,28,36
2013,50,21,34,34,28,31,33,69,68,26,30,86
2014,44,19,24,22,34,29,29,47,67,40,33,97
2015,35,20,14,18,28,25,23,43,46,39,32,47
2016,37,24,25,33,27,45,38,40,59,63,48,53
2017,41,36,32,25,44,40,40,68,66,36,46,37
2018,39,23,30,30,28,31,52,60,52,29,40,59
2019,43,27,27,28,29,32,33,52,63,45,41,52
2020,52,34,380,229,47,54,24,46,54,88,45,50
2021,41,24,24,37,31,26,18,52,69,31,30,28
