Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
2001,35,15,18,18,16,14,16,17,19,27,22,20
2002,23,20,17,28,16,18,26,15,18,18,23,22
2003,27,18,14,16,14,18,24,17,17,20,19,23
2004,25,14,17,23,17,14,17,17,20,19,17,19
2005,21,12,15,22,16,14,15,15,21,20,18,17
2006,23,20,17,22,21,14,14,15,23,16,14,14
2007,24,13,14,19,17,25,23,16,20,23,21,19
2008,29,20,17,23,22,17,18,20,19,25,31,35
2009,38,24,20,34,19,16,30,18,22,21,18,34
2010,27,14,27,21,15,16,37,15,19,17,16,22
2011,20,13,12,17,23,17,28,16,18,26,16,18
2012,19,18,11,27,17,17,17,20,16,22,15,19
2013,32,15,14,34,16,17,17,14,22,16,18,20
2014,22,14,14,18,17,18,16,13,18,16,15,16
2015,23,12,13,17,15,21,17,14,18,18,20,21
2016,23,13,10,21,16,13,14,19,20,21,23,24
2017,23,17,15,20,16,16,19,20,28,23,19,37
2018,33,27,23,22,16,16,17,15,16,24,29,39
2019,33,13,27,36,20,16,22,16,18,22,18,25
2020,23,16,110,83,17,21,17,19,26,16,21,22
2021,25,14,12,10,8,11,19,16,13,18,15,13
