Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
2001,33,17,21,23,17,23,26,36,21,28,26,20
2002,40,17,19,18,14,37,26,31,23,22,27,27
2003,38,18,20,19,24,24,24,39,28,24,22,35
2004,38,20,19,41,17,20,24,38,27,24,22,28
2005,35,20,16,28,14,19,19,21,31,20,14,19
2006,27,13,12,17,29,26,21,17,30,28,12,18
2007,44,15,14,17,19,15,16,29,23,30,32,22
2008,35,21,17,18,16,20,28,39,31,26,20,36
2009,35,25,30,31,24,26,27,41,34,25,27,38
2010,32,15,23,13,15,27,22,30,30,22,36,26
2011,24,15,14,17,19,17,17,28,23,22,23,20
2012,31,11,14,13,14,18,15,18,26,18,20,18
2013,26,14,13,14,20,21,19,27,21,16,11,21
2014,26,15,9,17,18,22,17,23,25,19,17,29
2015,28,14,7,18,9,16,17,41,19,22,14,23
2016,35,12,14,26,14,17,19,31,19,13,23,25
2017,29,14,13,18,17,25,19,31,32,23,21,27
2018,37,9,12,13,15,21,18,18,21,15,14,16
2019,27,11,18,22,16,18,14,21,26,20,23,28
2020,32,17,161,104,19,22,20,26,27,17,40,33
2021,24,13,11,13,17,12,11,11,20,17,23,11
