Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
2001,3425,2472,2615,3312,2989,2908,3488,3662,2937,2940,2127,2054
2002,2993,2012,2089,2752,2528,2544,3084,3282,2744,2562,1981,2015
2003,2565,1940,2000,2379,2296,2361,2761,2900,2572,2556,1988,1949
2004,2487,1902,2201,2601,2448,2742,3126,3305,2736,2703,2346,2191
2005,2842,2091,2358,2789,2801,2860,3215,3717,3258,3018,2444,2352
2006,3014,2392,2572,2813,3067,3176,3522,3840,3089,3147,2562,2473
2007,3013,2373,2616,2940,3085,3053,3388,3783,2896,3079,2325,2305
2008,2876,2340,2310,2862,2685,2740,2868,3143,2683,2484,1745,1707
2009,1983,1503,1541,1742,1756,1824,1998,2154,1803,1761,1410,1426
2010,1724,1412,1594,1926,1879,2069,2080,2451,2090,1914,1489,1633
2011,1803,1532,1783,1908,2040,2081,2300,2679,2230,2053,1631,1627
2012,1999,1683,1920,2143,2221,2338,2397,2747,2127,2076,1657,1699
2013,2255,1828,1884,2298,2317,2397,2704,2998,2480,2420,1952,1918
2014,2299,1928,2195,2468,2570,2686,3001,3280,2919,2776,2138,2155
2015,2753,2202,2496,2701,2830,2976,3161,3680,2961,2892,2409,2598
2016,2859,2430,2650,2938,3115,3254,3368,3800,3235,3177,2526,2528
2017,3139,2489,2872,3013,3215,3423,3553,3947,3373,3325,2644,2718
2018,2987,2582,3024,3353,3498,3670,3936,4314,3612,3588,2904,2888
2019,3453,2907,3235,3496,3596,3799,4157,4446,3637,3553,2943,2971
2020,3484,2798,2602,2079,2276,2863,3576,3825,3384,3392,2715,2876
2021,3176,2698,3325,4076,3857,4345,4770,5141,4510,4220,3881,3826
