Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
2001,50,35,34,42,38,39,59,57,42,45,28,31
2002,44,26,25,41,39,33,46,48,34,35,31,27
2003,34,26,30,43,32,36,43,47,34,35,32,27
2004,37,33,31,41,35,48,54,49,40,46,37,35
2005,42,31,38,45,46,49,50,59,49,50,39,45
2006,55,37,42,45,47,56,58,64,49,47,38,38
2007,49,33,31,52,46,45,55,61,48,52,34,38
2008,45,39,31,42,36,38,48,49,38,40,29,26
2009,29,21,23,30,26,30,44,31,31,29,23,26
2010,31,19,27,31,25,33,33,38,33,29,24,31
2011,30,27,29,33,47,38,42,48,35,28,30,22
2012,32,25,28,36,31,38,39,42,35,30,23,28
2013,30,29,29,30,30,38,41,43,39,30,26,35
2014,41,36,32,36,41,48,53,50,53,46,32,38
2015,50,31,43,45,53,47,55,58,47,43,39,45
2016,45,40,39,46,51,53,55,71,58,56,39,41
2017,47,43,48,52,55,60,66,71,55,55,45,41
2018,51,38,41,68,62,56,77,72,71,69,55,59
2019,72,66,64,61,57,68,68,78,65,60,44,48
2020,75,46,38,36,37,52,60,72,67,75,63,47
2021,70,48,58,82,54,61,75,75,75,90,77,68
