Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
2001,87,36,49,45,46,31,53,44,45,68,43,42
2002,53,49,26,43,38,49,55,53,34,49,51,46
2003,51,41,34,36,38,27,45,47,40,41,46,46
2004,62,25,35,49,35,29,43,36,49,48,38,47
2005,48,41,24,47,42,29,56,39,53,66,47,35
2006,59,31,42,35,24,32,30,39,41,43,42,44
2007,51,23,32,26,36,42,30,41,49,45,46,40
2008,67,41,43,60,35,42,50,77,49,96,52,83
2009,93,74,58,68,41,31,54,50,44,47,48,68
2010,43,27,27,36,30,33,47,30,41,41,34,75
2011,47,40,26,40,32,37,35,47,42,49,48,55
2012,44,31,20,28,29,39,36,39,51,38,33,32
2013,37,23,34,32,31,29,29,37,66,25,47,57
2014,38,36,21,44,47,29,34,37,31,31,28,38
2015,55,29,23,27,34,54,34,32,35,48,44,37
2016,39,31,19,33,28,28,25,64,40,58,33,46
2017,39,17,20,24,17,27,24,66,50,40,34,28
2018,47,22,38,43,45,51,22,57,34,47,45,43
2019,50,31,29,41,45,36,37,55,43,57,39,51
2020,44,47,270,242,50,46,33,31,33,34,52,63
2021,53,23,21,40,20,25,26,33,24,32,24,32
