Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
2001,15,5,7,8,6,6,7,7,8,12,7,6
2002,10,7,5,8,7,6,8,7,8,7,6,7
2003,10,8,7,7,5,7,9,8,8,11,6,8
2004,10,7,7,8,6,6,7,9,8,9,5,7
2005,13,5,6,12,7,17,7,7,9,7,6,5
2006,11,7,7,9,6,7,8,8,7,8,5,5
2007,13,5,6,8,5,8,9,8,6,8,6,5
2008,11,7,7,8,7,8,8,9,8,10,7,8
2009,12,7,8,12,7,7,11,10,8,8,6,7
2010,11,5,6,7,6,9,10,8,10,7,5,7
2011,9,5,6,7,7,7,8,7,6,7,5,6
2012,10,6,5,8,6,9,8,8,6,7,5,6
2013,9,6,6,9,6,8,7,9,8,5,6,6
2014,16,5,9,8,6,8,6,6,6,5,5,6
2015,11,6,7,7,8,8,9,8,8,7,6,8
2016,13,7,6,9,9,10,9,14,8,6,5,5
2017,11,5,5,5,4,5,5,6,7,7,4,5
2018,13,5,5,6,5,6,5,7,6,6,6,6
2019,13,5,5,7,7,7,8,7,7,7,5,7
2020,8,6,55,65,11,10,9,5,11,5,6,5
2021,10,4,8,11,6,6,10,9,12,5,4,3
