Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
2001,14,11,11,11,12,12,14,18,20,22,14,11
2002,18,11,7,11,14,13,12,18,17,17,11,8
2003,11,12,8,9,14,9,14,13,18,14,12,8
2004,12,9,10,11,11,11,13,14,16,14,11,10
2005,15,9,11,11,13,11,13,18,19,16,13,10
2006,14,9,9,11,13,11,15,18,17,14,14,10
2007,13,8,9,10,11,12,11,14,16,14,13,8
2008,13,9,8,13,12,11,13,13,14,12,10,8
2009,9,6,6,7,8,8,8,8,12,10,9,6
2010,9,6,7,11,8,9,8,11,12,9,8,7
2011,8,6,7,8,8,8,7,11,11,10,8,7
2012,10,7,10,9,8,9,9,14,11,9,8,7
2013,14,7,7,8,10,9,8,12,16,12,11,6
2014,11,7,12,9,10,8,9,11,16,12,12,10
2015,10,8,9,9,11,9,11,16,16,13,13,10
2016,12,9,10,14,11,11,11,19,17,15,16,10
2017,13,9,10,11,12,10,12,15,15,13,13,11
2018,14,9,10,15,13,12,12,16,16,12,13,11
2019,12,8,12,11,12,13,11,17,18,17,13,10
2020,13,11,7,6,6,11,12,17,15,14,14,9
2021,14,11,12,10,12,16,17,23,25,20,23,16
