Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
2001,38,26,23,31,30,24,26,25,18,19,17,20
2002,27,14,16,18,17,16,21,20,16,23,19,15
2003,21,15,15,19,16,16,17,19,15,24,21,15
2004,15,16,17,19,16,15,21,20,20,22,18,18
2005,22,17,19,25,19,22,27,22,22,24,21,21
2006,26,20,21,27,20,24,22,26,23,23,23,23
2007,25,20,22,22,26,25,26,26,20,25,22,18
2008,23,18,18,20,23,20,22,24,18,19,19,17
2009,20,15,13,15,15,17,13,17,16,13,13,13
2010,16,15,15,21,19,16,19,20,16,19,16,14
2011,21,15,16,18,17,17,19,19,17,19,18,16
2012,20,17,20,21,22,21,19,28,18,20,19,17
2013,19,18,19,21,21,23,19,22,19,21,21,21
2014,18,18,18,22,22,25,26,27,26,22,21,23
2015,23,26,22,24,26,23,30,28,24,29,25,27
2016,28,24,22,28,26,26,31,28,26,27,25,27
2017,24,25,27,31,28,29,29,32,25,30,30,31
2018,32,27,33,38,32,34,35,32,30,32,30,32
2019,33,28,30,31,33,34,33,36,29,30,30,34
2020,34,34,32,29,31,34,33,34,29,32,32,34
2021,32,38,46,50,58,59,63,59,50,48,56,62
