Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
2001,42,47,46,38,46,68,29,45,49,45,45,38
2002,37,38,36,39,38,32,35,38,39,39,34,30
2003,35,35,33,54,34,33,27,41,26,29,35,34
2004,35,30,40,31,20,35,33,30,34,28,27,27
2005,30,45,28,28,30,31,34,30,34,32,33,33
2006,31,30,25,29,33,29,30,30,32,28,34,37
2007,32,33,38,49,34,31,38,45,26,31,26,29
2008,33,27,33,32,40,41,32,32,32,49,40,41
2009,41,46,50,44,30,36,30,40,45,33,38,32
2010,26,32,34,23,34,35,42,32,28,25,29,41
2011,31,29,26,28,28,48,38,23,36,33,32,28
2012,34,29,30,41,40,27,30,31,30,24,27,31
2013,32,28,28,27,28,29,22,35,22,37,51,35
2014,26,30,28,28,28,31,31,24,25,37,32,28
2015,23,21,31,40,33,36,29,34,37,25,27,25
2016,26,58,32,18,38,30,28,24,26,33,37,30
2017,33,29,28,23,27,42,50,34,40,31,24,32
2018,29,32,29,29,29,27,32,35,31,36,46,43
2019,26,24,29,24,25,31,25,28,25,28,28,26
2020,43,52,301,160,44,25,22,19,19,23,47,29
2021,23,25,27,23,21,22,22,27,25,21,23,21
