Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
2001,13,11,15,12,14,10,13,13,11,12,22,13
2002,11,12,12,13,12,16,15,14,10,16,13,11
2003,13,12,12,13,15,8,12,11,16,11,11,12
2004,13,12,12,12,10,13,11,12,19,12,13,12
2005,11,12,15,11,12,11,10,10,11,12,10,10
2006,9,10,8,9,10,8,10,8,9,14,7,10
2007,11,10,10,10,9,8,10,12,10,12,14,8
2008,11,13,12,8,11,13,11,14,13,11,12,18
2009,14,14,15,13,15,14,14,14,13,15,12,13
2010,13,10,14,7,12,11,13,10,11,11,12,9
2011,10,10,9,7,9,10,11,10,10,10,11,10
2012,9,16,12,10,11,9,9,9,9,9,10,12
2013,10,8,15,11,9,11,10,10,10,8,7,7
2014,11,8,9,13,19,9,9,10,9,10,8,11
2015,9,10,8,7,7,9,7,10,9,9,10,9
2016,10,9,10,10,8,8,9,8,7,8,8,8
2017,8,11,8,8,10,10,11,12,12,10,10,8
2018,12,9,16,7,9,11,12,9,10,9,10,9
2019,8,8,9,8,11,9,8,9,9,9,11,10
2020,9,11,64,49,12,10,8,7,7,15,10,10
2021,9,9,8,7,7,7,8,7,8,9,8,5
