Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
2001,126,136,126,138,117,107,109,103,95,66,83,85
2002,86,77,86,84,74,78,78,78,77,86,86,68
2003,80,72,66,67,75,86,76,78,78,74,81,79
2004,63,79,108,84,93,78,84,82,88,95,85,94
2005,88,99,87,94,93,94,93,89,99,95,94,103
2006,104,116,119,124,110,108,102,106,107,103,100,108
2007,96,102,113,103,96,104,91,97,95,93,101,88
2008,101,86,86,84,88,82,90,91,81,85,80,76
2009,67,74,68,65,77,84,64,63,84,68,71,77
2010,87,69,77,101,91,86,96,88,90,106,89,78
2011,82,82,87,85,76,83,85,73,82,77,74,86
2012,87,87,89,82,86,88,83,90,82,89,92,90
2013,99,90,104,93,95,107,90,104,112,101,105,104
2014,98,110,109,117,128,131,117,146,125,138,132,139
2015,142,144,136,174,151,124,142,139,144,151,158,157
2016,145,136,139,136,143,142,152,143,155,142,142,157
2017,151,185,155,150,143,151,159,152,139,155,144,131
2018,145,147,145,159,163,166,157,156,176,170,209,194
2019,190,177,185,181,178,169,148,177,163,160,154,147
2020,164,184,137,122,124,149,156,138,144,157,161,147
2021,147,171,214,209,226,226,286,280,281,302,290,274
