Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
2001,29,25,24,29,26,25,24,23,19,26,32,24
2002,23,26,33,28,25,22,23,24,23,18,22,30
2003,25,23,21,19,22,24,25,21,28,30,23,25
2004,26,26,31,28,26,29,34,31,23,24,26,27
2005,26,26,27,30,27,31,26,29,33,31,36,30
2006,29,33,30,24,31,27,29,30,30,32,30,32
2007,31,28,35,35,33,37,37,35,34,42,31,30
2008,32,33,30,28,31,28,29,29,23,25,26,26
2009,24,22,21,23,15,20,19,19,18,18,27,14
2010,17,19,16,17,17,17,15,17,20,18,21,21
2011,22,19,24,19,24,22,20,22,23,22,22,21
2012,20,22,21,22,24,26,22,19,23,26,26,27
2013,29,26,26,27,23,21,25,27,22,25,26,24
2014,26,28,29,26,25,26,29,25,29,27,25,24
2015,26,32,28,29,29,28,25,28,30,30,29,29
2016,32,29,30,33,34,32,38,37,35,36,36,38
2017,42,36,37,40,39,44,37,42,49,54,50,49
2018,48,44,49,49,54,50,61,52,50,50,47,50
2019,52,51,62,52,44,49,43,46,41,41,42,40
2020,44,41,32,17,19,29,39,39,37,36,37,36
2021,41,48,43,40,29,46,43,42,57,48,55,54
