Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
2001,3.5,4.1,3.6,3.1,3.2,3.1,3.0,2.6,2.8,2.6,2.9,2.8
2002,2.8,2.5,2.7,2.4,2.6,2.5,2.3,2.7,2.6,2.5,2.5,2.1
2003,2.2,2.4,2.1,2.6,2.2,2.4,2.2,2.3,2.0,2.3,2.3,2.8
2004,2.8,2.5,2.6,2.8,2.6,2.6,2.8,2.4,2.7,2.8,2.2,2.6
2005,2.5,2.5,2.6,2.7,2.1,2.7,2.7,2.8,3.1,2.8,2.8,2.8
2006,3.1,3.2,3.3,3.1,2.9,3.8,3.2,3.4,3.2,3.6,3.6,3.5
2007,3.4,3.7,4.5,3.9,4.0,3.8,3.8,4.1,4.2,4.1,4.0,3.9
2008,4.0,3.8,3.7,3.8,4.0,3.6,3.6,3.0,2.8,2.7,2.3,2.4
2009,2.1,2.0,1.9,1.6,1.8,1.8,1.6,1.8,1.9,1.7,1.9,1.9
2010,1.9,1.9,1.9,2.0,1.8,1.8,2.0,2.0,2.0,2.3,2.3,2.2
2011,2.3,2.2,2.3,2.2,2.3,2.7,2.7,2.3,2.8,2.9,3.0,3.1
2012,3.5,2.7,3.3,3.4,3.4,3.2,3.1,3.0,3.1,3.1,3.0,3.0
2013,3.1,3.3,3.2,3.1,3.5,3.1,3.1,3.0,3.0,2.9,2.9,3.4
2014,3.1,3.2,3.4,3.3,3.5,3.8,3.8,4.1,3.8,3.7,3.7,3.7
2015,3.9,3.5,3.5,3.9,3.9,3.8,4.5,4.3,4.1,4.6,4.3,4.2
2016,4.3,4.5,4.9,4.3,4.4,4.1,4.1,3.9,4.1,3.7,4.1,4.3
2017,3.6,3.6,3.8,3.9,3.6,3.8,3.6,3.7,4.1,3.8,3.4,3.4
2018,3.8,3.7,3.8,3.7,3.9,4.4,4.4,4.0,4.3,4.3,4.6,4.7
2019,4.6,4.5,4.4,4.6,4.5,4.3,4.3,4.4,4.2,4.0,4.0,3.7
2020,3.9,4.0,3.2,2.6,3.3,3.6,3.7,4.1,4.8,4.5,4.4,4.3
2021,4.3,4.7,5.4,5.8,6.2,6.7,6.8,6.5,6.1,6.5,6.3,6.6
