Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
2001,53,55,52,45,50,51,50,42,50,47,52,47
2002,52,44,44,47,43,43,48,49,47,43,47,45
2003,43,43,49,44,45,48,47,49,51,47,44,46
2004,45,49,48,43,48,45,45,47,44,46,47,50
2005,48,46,57,48,52,48,47,48,49,47,46,47
2006,50,53,52,51,51,51,53,52,53,45,62,51
2007,53,52,52,54,50,54,47,49,53,46,46,47
2008,51,44,45,53,43,44,43,45,45,47,44,44
2009,42,42,53,37,37,38,43,37,39,38,37,44
2010,35,35,34,39,39,41,41,37,38,39,36,38
2011,40,49,38,36,43,38,36,43,40,37,41,39
2012,40,38,39,41,36,39,39,38,38,37,42,34
2013,41,39,37,36,44,40,38,38,36,38,37,47
2014,38,39,42,42,39,42,41,45,44,51,43,44
2015,46,44,49,42,40,41,42,40,41,45,41,43
2016,40,43,40,45,42,42,49,47,54,44,45,43
2017,51,48,48,48,51,52,49,48,45,50,52,48
2018,45,48,48,50,58,53,52,55,51,51,59,59
2019,50,54,65,52,52,49,58,53,54,49,49,60
2020,53,56,107,80,32,51,48,47,52,51,54,55
2021,51,57,54,57,44,52,53,55,63,60,61,64
