Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
2001,98,97,61,68,96,99,77,78,126,80,85,93
2002,79,77,90,86,86,100,91,96,100,95,89,82
2003,83,96,74,97,87,72,84,93,62,83,82,78
2004,101,79,103,86,89,102,119,90,96,91,99,82
2005,86,90,90,79,80,85,80,77,87,62,100,97
2006,89,80,81,66,75,64,54,77,82,81,62,81
2007,74,68,83,101,96,93,88,119,62,66,75,74
2008,68,89,57,72,86,77,52,67,79,89,85,83
2009,90,91,121,105,79,88,122,79,53,64,72,77
2010,81,87,73,77,76,82,86,78,96,67,92,68
2011,72,52,64,80,90,85,94,77,63,69,61,56
2012,66,64,79,74,79,74,69,70,53,66,63,72
2013,42,63,55,55,64,67,55,88,89,52,67,81
2014,81,65,76,67,67,78,66,68,81,76,93,46
2015,69,71,67,86,66,66,108,66,77,79,74,67
2016,102,88,86,83,60,76,78,75,61,58,90,88
2017,94,79,76,86,73,80,76,81,82,83,82,57
2018,63,57,76,69,99,75,65,73,80,109,72,73
2019,54,61,60,53,62,66,77,71,54,53,39,61
2020,58,64,558,317,88,82,74,75,96,104,126,86
2021,80,96,70,81,81,48,57,52,58,48,47,43
