Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
2001,20,19,21,25,21,21,21,30,17,21,22,23
2002,23,20,21,23,22,22,25,24,26,26,23,23
2003,23,17,20,19,23,18,19,16,18,18,18,19
2004,18,20,21,18,24,21,18,22,18,19,20,21
2005,16,21,24,21,20,20,18,20,20,19,20,21
2006,19,21,20,22,22,23,23,21,24,21,21,19
2007,23,21,22,22,22,21,22,20,21,22,23,20
2008,16,21,19,18,17,18,18,19,18,18,16,16
2009,17,16,18,17,17,16,17,17,16,16,16,21
2010,16,12,20,17,16,17,16,16,15,17,17,18
2011,18,17,17,18,27,17,17,18,17,19,17,18
2012,15,18,17,16,19,17,17,17,17,21,20,18
2013,16,20,18,18,18,18,18,19,20,15,17,17
2014,19,17,18,19,18,20,18,16,18,18,19,19
2015,19,18,19,19,19,18,20,19,22,19,19,23
2016,17,19,19,22,18,18,19,20,17,17,19,18
2017,22,19,21,20,19,19,22,22,21,24,22,23
2018,22,24,24,23,22,29,19,20,27,23,22,21
2019,22,26,21,22,23,25,27,24,24,24,23,25
2020,25,24,20,12,20,17,26,24,15,18,23,16
2021,17,20,21,18,18,20,23,22,20,21,23,22
