Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
2001,67,70,63,59,56,61,65,57,61,55,54,48
2002,47,44,46,47,49,44,41,46,43,43,43,34
2003,50,39,36,32,37,42,40,36,39,42,41,42
2004,46,45,46,48,44,43,43,45,47,45,46,50
2005,52,53,54,54,50,52,62,55,55,53,55,56
2006,57,53,65,59,59,64,60,60,57,60,58,59
2007,60,59,63,61,59,60,59,53,58,58,64,54
2008,54,55,56,52,58,51,50,49,45,47,47,45
2009,39,39,32,27,28,34,28,28,34,29,32,31
2010,33,30,30,34,31,33,33,36,39,38,34,33
2011,36,34,40,39,46,42,46,49,44,46,46,48
2012,53,51,55,50,55,59,64,54,57,51,48,52
2013,53,65,55,57,65,50,46,48,50,58,63,48
2014,60,63,58,62,67,68,64,75,70,67,73,72
2015,67,65,66,80,69,68,76,68,65,68,63,63
2016,81,66,64,58,57,58,58,60,62,58,65,63
2017,64,64,64,68,63,71,68,68,69,65,66,65
2018,72,68,72,75,75,81,82,81,82,83,77,81
2019,77,76,92,82,93,78,80,81,81,90,77,71
2020,83,81,76,77,77,73,83,83,73,85,83,81
2021,88,91,104,127,103,115,108,101,123,124,117,126
