Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
2001,122,103,96,106,82,87,98,81,70,84,71,73
2002,87,64,77,67,71,69,76,74,72,72,64,74
2003,65,68,58,64,63,67,60,53,75,66,68,62
2004,66,65,69,67,69,74,64,66,64,63,69,61
2005,68,68,73,80,78,66,68,71,72,64,75,57
2006,74,74,80,72,75,77,92,83,69,76,67,75
2007,64,62,61,57,53,67,65,58,65,64,65,68
2008,63,65,67,89,75,66,60,81,72,68,58,49
2009,62,57,42,50,46,44,52,31,38,31,43,49
2010,48,49,53,50,59,76,57,67,63,81,74,71
2011,74,69,84,68,69,64,76,74,74,70,75,74
2012,61,53,70,80,72,64,61,59,56,53,48,45
2013,63,70,57,59,57,64,77,49,57,63,63,51
2014,53,62,66,66,67,74,58,81,81,68,76,84
2015,81,81,71,75,73,70,81,79,87,81,81,84
2016,90,87,92,89,92,93,86,85,86,83,74,88
2017,93,86,89,82,93,86,81,70,87,82,97,103
2018,86,94,98,99,108,107,101,110,108,110,104,90
2019,104,107,104,113,106,105,113,123,102,106,103,99
2020,104,99,95,56,53,87,111,107,105,118,100,112
2021,98,115,117,157,126,103,139,137,129,125,135,149
