Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
2001,13,13,12,11,16,13,12,12,13,12,11,11
2002,10,10,11,9,9,9,9,9,8,9,9,9
2003,10,9,9,9,9,11,8,10,8,10,10,10
2004,10,10,10,10,10,10,10,8,9,10,9,11
2005,8,10,10,11,10,10,11,11,10,10,11,10
2006,12,11,12,12,11,11,11,12,12,10,12,11
2007,9,11,12,11,12,11,12,10,12,13,12,13
2008,11,12,11,10,11,11,10,10,9,9,9,9
2009,9,10,6,6,9,7,6,6,7,7,8,7
2010,8,8,8,9,8,9,9,8,8,9,9,9
2011,9,10,11,15,12,12,15,14,14,13,15,14
2012,14,14,17,14,15,14,15,14,15,16,15,16
2013,13,16,15,14,15,15,13,15,15,16,15,14
2014,16,15,16,20,17,19,19,19,18,18,17,19
2015,22,20,19,18,18,18,20,17,19,19,20,19
2016,17,18,18,18,17,17,21,17,17,15,18,17
2017,17,18,17,22,17,19,19,20,20,21,20,21
2018,22,21,23,21,23,24,22,23,24,25,25,26
2019,39,24,26,28,26,26,26,25,23,27,21,21
2020,22,23,19,16,17,17,18,18,18,19,19,19
2021,20,21,23,28,29,26,27,29,32,33,32,34
