Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
2001,138,120,135,133,118,140,144,156,135,154,151,139
2002,143,131,132,157,139,130,143,137,139,119,158,133
2003,130,143,168,147,140,158,155,155,136,145,136,130
2004,130,154,140,127,140,139,121,127,149,138,136,141
2005,142,163,136,119,130,118,120,122,124,140,123,145
2006,131,132,125,133,150,142,142,143,140,135,154,141
2007,133,127,132,150,128,154,136,127,128,117,120,128
2008,119,128,116,156,125,128,141,125,118,122,115,120
2009,111,117,110,104,126,97,95,88,135,103,145,108
2010,107,99,112,115,117,132,123,99,90,94,101,119
2011,129,112,121,105,115,96,96,116,127,139,133,135
2012,111,181,102,109,117,134,115,117,103,121,125,99
2013,113,109,110,135,112,131,130,117,116,124,92,126
2014,120,111,132,124,118,129,124,130,145,128,114,119
2015,119,181,122,126,157,122,134,126,123,124,143,149
2016,134,134,108,138,111,131,125,118,138,122,111,154
2017,125,142,136,128,183,159,127,151,140,145,136,119
2018,133,118,129,141,128,121,132,156,128,116,135,124
2019,157,140,140,146,146,157,146,168,148,156,140,154
2020,143,129,376,254,136,118,119,108,109,160,147,123
2021,132,139,145,171,158,152,140,157,147,145,140,176
