Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
2001,16,17,15,16,14,14,19,13,14,15,13,13
2002,12,14,12,12,12,12,12,13,11,13,13,13
2003,16,11,9,12,12,12,11,11,11,10,11,12
2004,13,12,12,10,14,11,14,12,13,13,12,14
2005,12,12,14,13,14,14,15,14,16,16,15,14
2006,18,14,16,16,15,15,13,15,16,16,17,16
2007,16,17,16,17,17,18,16,18,18,17,17,15
2008,17,16,16,13,19,14,14,13,12,12,12,11
2009,11,11,10,8,10,10,8,10,10,11,11,12
2010,11,11,11,12,11,11,13,12,13,13,14,12
2011,10,12,13,12,13,13,14,12,15,13,12,13
2012,13,11,13,12,12,12,12,12,13,12,13,13
2013,13,15,14,13,14,13,13,15,13,14,13,12
2014,17,16,15,17,17,17,16,17,16,16,17,17
2015,17,18,18,17,19,16,21,16,18,18,19,19
2016,18,17,18,20,19,19,18,18,18,19,19,18
2017,19,17,16,17,18,18,22,19,19,23,19,19
2018,19,21,22,19,21,23,24,23,22,22,23,25
2019,22,24,24,23,23,23,23,23,23,23,22,23
2020,23,23,20,14,5,9,19,21,22,21,22,22
2021,23,24,26,24,18,23,36,30,30,29,30,34
