Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
2001,9,8,10,9,10,11,11,10,10,12,14,11
2002,13,11,13,11,11,12,12,11,12,13,11,12
2003,11,11,11,10,11,12,12,14,12,12,13,12
2004,12,15,12,12,12,13,12,15,10,11,13,12
2005,12,12,13,12,13,12,12,12,11,11,9,12
2006,11,10,10,12,12,10,10,11,11,10,11,11
2007,11,12,10,11,13,10,10,11,13,11,9,11
2008,9,10,11,10,10,13,12,11,10,11,12,13
2009,14,20,15,14,12,13,13,11,13,12,11,10
2010,11,9,9,9,10,10,11,10,9,9,9,12
2011,11,10,11,9,10,11,9,11,11,12,11,11
2012,12,13,13,13,12,11,8,11,13,11,12,10
2013,10,11,9,10,10,11,10,11,13,12,8,11
2014,10,10,15,10,9,10,10,11,9,9,9,10
2015,12,9,10,9,8,9,8,9,9,10,9,10
2016,10,10,10,8,10,7,9,14,9,9,8,7
2017,9,8,9,11,10,10,10,10,9,9,10,9
2018,10,9,9,9,9,9,9,10,9,8,11,10
2019,11,10,10,10,8,9,9,9,11,11,9,10
2020,8,9,47,51,11,10,9,6,7,9,9,7
2021,11,16,9,8,8,7,8,7,7,10,5,7
