Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
2001,21,19,19,15,20,18,17,18,21,18,16,17
2002,17,16,16,17,16,17,17,16,16,16,14,18
2003,19,15,14,15,15,15,15,15,15,15,16,15
2004,16,15,16,16,15,18,14,17,17,16,17,16
2005,17,17,17,16,18,17,17,19,18,16,18,18
2006,16,19,19,15,18,18,17,18,16,17,17,18
2007,17,18,20,20,17,18,19,18,21,18,16,18
2008,17,16,17,14,15,16,15,15,16,16,16,16
2009,14,12,13,13,14,12,12,13,13,13,14,13
2010,14,14,15,15,16,14,16,14,15,15,14,14
2011,14,19,15,16,14,16,16,15,16,15,15,16
2012,13,15,16,14,15,16,14,15,14,14,14,13
2013,21,12,13,12,16,13,14,16,16,15,15,15
2014,15,14,14,15,16,14,16,15,16,15,15,16
2015,15,16,18,17,15,17,15,16,17,17,17,18
2016,16,19,19,16,17,18,16,15,16,17,17,16
2017,16,16,16,17,15,19,18,16,16,16,15,17
2018,18,18,18,20,19,17,17,19,18,18,17,19
2019,16,18,16,17,17,16,17,18,18,18,18,16
2020,18,16,15,14,18,17,17,17,17,17,19,18
2021,18,18,18,21,16,20,21,19,20,18,19,20
