Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
2001,8,7,10,9,10,8,10,8,7,9,11,7
2002,8,7,7,8,8,9,8,8,8,8,8,8
2003,8,9,8,7,10,8,9,9,7,9,7,8
2004,9,10,11,11,7,8,8,8,9,9,10,9
2005,8,8,9,9,8,9,7,6,8,8,6,7
2006,7,7,6,6,8,7,7,5,8,11,5,7
2007,8,8,7,7,7,5,6,8,7,8,10,7
2008,8,9,8,6,8,8,9,9,8,8,8,9
2009,10,9,11,12,9,10,9,10,9,8,7,8
2010,8,7,9,7,8,8,8,7,7,8,10,8
2011,7,8,7,7,7,7,6,7,7,7,7,6
2012,7,8,7,6,8,6,8,6,7,7,7,6
2013,7,6,9,7,7,8,7,8,7,5,6,6
2014,7,6,6,6,7,6,6,5,5,6,5,7
2015,6,7,6,5,5,6,5,7,7,6,6,7
2016,7,7,7,9,7,6,6,7,6,5,6,7
2017,7,7,6,7,6,8,7,11,8,7,7,6
2018,8,6,7,5,7,9,7,7,7,8,7,6
2019,6,7,7,12,7,7,6,7,7,7,8,8
2020,7,7,63,47,8,7,6,6,6,7,8,12
2021,7,7,6,7,7,5,6,6,6,6,5,5
