Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
2001,77,76,79,80,73,79,71,71,65,74,80,86
2002,72,70,71,75,74,71,73,70,69,66,64,72
2003,83,78,78,75,71,69,70,83,82,71,76,79
2004,77,77,87,67,69,82,79,81,74,77,81,73
2005,76,73,79,78,83,98,85,77,83,86,67,77
2006,71,78,78,75,87,84,83,97,85,76,83,92
2007,83,83,84,101,85,73,88,79,73,75,68,73
2008,74,77,69,77,68,67,63,72,69,77,75,88
2009,74,67,59,54,57,69,59,54,62,55,60,51
2010,53,57,59,57,58,64,60,64,58,60,58,62
2011,54,59,59,61,66,60,59,61,60,64,69,76
2012,69,74,67,70,77,63,57,63,68,60,57,55
2013,59,60,61,64,66,63,69,64,64,64,57,59
2014,59,57,57,57,59,55,56,60,63,71,67,70
2015,69,66,66,67,62,70,59,66,64,68,66,76
2016,59,74,81,64,70,71,79,79,68,75,63,67
2017,60,67,77,69,78,76,77,76,75,79,92,78
2018,92,82,78,74,86,77,78,71,77,69,73,69
2019,74,81,76,88,73,82,70,86,88,68,75,86
2020,76,75,131,121,58,75,72,73,87,85,78,76
2021,77,84,79,89,72,86,92,90,102,95,103,95
