Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
2001,64,57,63,52,51,33,56,55,48,51,60,55
2002,49,49,36,34,46,56,52,50,41,52,49,63
2003,56,52,36,71,78,51,74,66,62,70,56,61
2004,49,77,95,74,32,59,38,40,103,72,72,45
2005,61,38,71,46,47,62,37,51,69,33,31,47
2006,35,36,26,40,42,40,72,23,33,62,29,33
2007,75,47,40,39,43,32,41,58,40,36,68,54
2008,37,55,53,28,45,35,56,49,37,37,54,39
2009,57,43,47,56,54,52,48,52,56,50,35,47
2010,50,52,64,49,48,51,55,47,47,44,47,40
2011,49,54,45,46,43,54,41,45,49,68,42,56
2012,24,35,25,33,34,33,35,31,29,35,31,26
2013,41,37,51,42,33,39,39,57,43,23,34,61
2014,36,34,37,30,41,37,34,38,41,36,36,70
2015,29,38,21,26,33,32,27,33,28,34,35,33
2016,36,38,37,46,31,52,43,28,38,60,46,42
2017,39,51,47,35,52,46,44,48,47,35,44,28
2018,40,35,41,43,34,36,57,42,36,29,38,48
2019,39,42,38,38,34,37,37,36,44,45,39,44
2020,48,47,388,238,54,59,30,33,38,89,43,40
2021,34,36,35,44,39,32,25,41,50,31,27,21
