Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
2001,23,24,21,23,32,25,21,22,27,28,22,19
2002,21,23,20,20,21,19,21,18,19,19,14,18
2003,21,15,19,26,20,19,16,18,17,17,19,21
2004,18,17,18,17,17,19,18,20,17,18,19,16
2005,18,19,21,20,19,18,19,19,17,18,18,17
2006,14,16,17,21,19,20,19,15,21,14,17,20
2007,18,21,19,15,18,16,18,18,21,21,17,18
2008,19,18,16,20,19,21,21,20,22,20,26,24
2009,27,26,30,28,31,27,20,27,23,22,25,28
2010,19,19,20,21,18,20,24,22,16,19,20,31
2011,26,15,19,18,22,21,19,16,18,16,13,15
2012,19,18,19,20,18,23,18,23,16,16,18,14
2013,12,14,16,16,17,8,14,17,20,20,18,20
2014,16,17,13,16,26,14,19,12,11,25,17,15
2015,17,13,21,19,16,23,16,16,22,14,15,17
2016,20,20,14,16,15,13,28,17,11,18,17,26
2017,25,17,23,19,19,16,17,18,17,23,14,16
2018,15,18,16,16,18,19,15,19,20,21,23,18
2019,16,18,14,22,16,23,20,23,14,17,19,18
2020,16,19,112,70,22,20,20,21,18,22,24,9
2021,12,18,15,13,14,12,14,15,19,15,20,16
