Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
2001,30,30,31,29,31,31,31,30,30,31,32,30
2002,40,29,32,31,30,37,30,30,31,31,30,31
2003,29,30,30,28,29,29,31,33,31,30,37,32
2004,31,34,32,32,30,38,32,36,29,31,37,32
2005,31,32,34,30,32,32,31,31,29,31,28,32
2006,36,32,30,31,33,30,30,31,30,30,31,32
2007,34,34,30,32,34,28,30,30,31,30,29,33
2008,28,29,30,30,25,33,29,30,28,29,27,27
2009,27,33,29,26,23,26,26,23,25,25,25,24
2010,24,24,22,24,24,24,24,23,23,23,22,29
2011,25,22,24,23,24,25,22,26,27,27,26,25
2012,26,29,32,29,28,28,22,28,28,27,28,25
2013,26,28,24,28,26,27,28,29,29,29,25,28
2014,28,30,35,28,28,28,31,29,28,28,27,30
2015,31,26,26,26,27,28,28,28,27,25,28,30
2016,29,29,28,26,30,26,28,32,29,30,27,27
2017,28,27,30,36,28,31,31,31,28,29,30,30
2018,27,30,33,30,33,32,32,34,33,29,35,33
2019,34,34,32,32,30,31,31,33,35,35,31,32
2020,31,30,65,64,24,26,30,29,31,32,31,29
2021,33,38,31,32,29,27,34,32,36,33,33,33
