Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
2001,16,15,15,16,15,16,15,15,15,14,14,14
2002,18,14,11,15,14,13,14,12,12,13,13,10
2003,12,12,12,10,10,11,10,8,15,12,12,12
2004,11,12,11,11,11,12,13,13,12,12,13,13
2005,16,13,14,15,13,14,14,15,16,16,14,15
2006,15,14,16,14,15,14,15,18,14,14,15,13
2007,13,13,14,13,13,14,14,14,12,16,16,10
2008,14,14,12,17,13,13,14,10,12,10,11,13
2009,10,10,8,8,8,7,7,6,9,9,10,9
2010,10,9,11,12,8,9,9,9,8,9,9,8
2011,9,9,8,8,10,8,8,8,9,8,8,8
2012,12,9,10,10,10,10,9,11,9,8,10,10
2013,13,10,9,9,10,10,10,9,11,11,13,8
2014,10,11,12,13,10,11,13,13,12,13,11,11
2015,12,11,13,10,12,13,13,12,12,10,12,14
2016,12,12,13,12,14,15,14,14,15,14,14,14
2017,14,14,15,14,16,14,14,14,15,16,16,16
2018,16,16,13,16,14,14,13,12,12,10,12,15
2019,12,12,13,14,14,16,13,15,14,13,13,12
2020,12,14,10,8,7,11,12,11,11,13,14,13
2021,12,14,15,15,13,17,19,18,25,19,29,19
