Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
2001,67,70,77,74,62,61,85,81,77,69,73,68
2002,70,69,66,82,72,67,72,70,69,76,72,74
2003,68,66,64,62,66,71,67,64,67,74,75,89
2004,84,74,88,84,81,85,77,78,83,76,76,71
2005,86,81,84,86,89,87,91,98,87,86,87,91
2006,85,96,104,93,91,88,105,94,99,98,92,89
2007,90,73,81,89,87,85,76,75,94,74,73,68
2008,74,79,70,66,68,72,62,73,70,73,65,75
2009,66,68,58,64,58,53,78,61,67,56,75,59
2010,56,56,65,60,63,59,64,61,59,61,67,77
2011,61,70,69,64,71,70,65,59,59,68,65,59
2012,61,60,62,64,65,65,64,68,75,72,70,70
2013,63,84,70,79,80,75,79,84,73,74,76,87
2014,90,79,85,82,79,90,84,80,86,103,92,84
2015,92,82,96,80,87,84,85,85,94,84,90,99
2016,87,86,87,81,79,81,90,89,97,74,86,88
2017,87,92,94,96,97,99,94,100,96,98,98,92
2018,93,96,81,113,99,97,100,90,95,118,103,103
2019,101,105,100,105,98,98,108,101,105,105,90,89
2020,105,107,96,63,131,119,92,109,102,103,108,93
2021,80,92,95,88,109,120,111,116,111,117,125,119
