Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
2001,33,31,31,32,36,30,32,34,31,27,28,28
2002,39,28,24,30,25,30,32,27,25,28,24,24
2003,24,24,24,23,23,24,22,22,26,24,23,25
2004,23,22,22,24,23,23,23,23,24,25,26,25
2005,24,25,26,24,24,25,27,29,25,25,25,25
2006,30,26,31,29,30,29,29,28,28,30,31,35
2007,32,34,30,31,35,32,26,34,28,32,33,29
2008,32,27,29,29,28,27,26,27,33,26,22,21
2009,21,21,19,19,17,17,18,17,17,15,17,21
2010,17,16,22,19,18,20,20,18,20,22,24,18
2011,19,20,19,17,20,22,21,23,24,23,20,28
2012,22,25,25,19,23,24,21,23,19,21,22,22
2013,24,22,21,23,24,21,26,24,21,22,24,23
2014,22,21,25,26,27,25,25,24,26,23,21,20
2015,26,26,27,27,25,25,22,25,31,28,32,31
2016,26,29,29,27,31,29,31,31,29,31,28,37
2017,39,31,29,30,29,30,29,31,32,31,31,33
2018,32,33,36,33,34,35,33,37,36,41,35,34
2019,30,34,36,36,37,39,35,33,34,32,33,33
2020,36,35,24,16,12,24,35,27,30,32,31,30
2021,31,31,29,29,27,40,40,43,35,41,44,39
