Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
2001,31,35,29,26,28,26,26,25,23,23,21,21
2002,27,23,22,24,21,22,24,23,23,22,20,22
2003,21,22,24,25,21,21,20,21,20,20,25,24
2004,21,22,23,22,20,25,23,22,22,22,26,22
2005,22,25,22,23,27,26,26,25,46,32,28,35
2006,30,30,28,27,28,35,31,30,30,29,30,28
2007,29,31,32,30,27,25,25,27,23,26,21,24
2008,28,31,24,24,23,21,23,21,21,19,19,20
2009,18,16,16,14,16,15,18,15,13,16,15,15
2010,15,15,16,16,16,17,16,16,16,17,18,18
2011,14,18,15,17,18,18,17,14,21,16,20,18
2012,16,20,19,18,17,23,18,18,16,17,16,18
2013,23,19,17,20,20,19,23,21,20,18,19,20
2014,20,22,21,21,21,20,19,22,22,23,22,21
2015,24,22,24,24,24,24,25,24,26,25,22,29
2016,27,24,25,27,25,27,21,29,28,28,27,29
2017,28,28,31,27,27,27,29,30,27,28,30,27
2018,23,32,28,29,31,32,31,31,32,32,30,30
2019,30,32,35,32,32,31,31,30,30,27,30,35
2020,32,31,20,18,21,24,22,38,37,34,35,40
2021,34,36,38,41,30,36,30,38,43,40,45,41
