Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
2001,15,16,15,14,19,17,14,18,16,15,14,13
2002,15,13,16,14,14,14,14,13,14,14,12,14
2003,14,13,12,15,14,14,14,13,13,14,15,14
2004,14,12,13,13,13,13,12,12,13,12,15,13
2005,12,14,14,12,13,13,14,14,14,13,13,14
2006,14,14,14,14,16,15,15,14,14,15,15,15
2007,13,14,14,17,15,14,16,16,14,15,15,15
2008,14,14,14,14,15,15,13,14,15,14,13,13
2009,15,13,14,13,11,12,12,12,12,12,11,13
2010,13,12,13,12,14,15,15,13,13,11,13,13
2011,13,12,13,18,15,16,15,15,15,14,15,15
2012,14,15,17,15,17,17,17,19,18,17,19,16
2013,16,17,16,17,17,16,18,17,18,17,19,20
2014,17,18,19,20,19,17,19,19,19,21,20,18
2015,23,22,26,24,23,23,20,20,20,20,20,21
2016,20,19,24,18,17,20,17,18,17,17,16,19
2017,18,17,20,16,17,17,17,17,17,17,17,17
2018,16,17,16,17,17,18,17,19,18,19,20,16
2019,23,16,18,18,19,19,19,20,20,21,20,19
2020,19,19,58,38,22,18,20,16,18,19,22,15
2021,18,19,19,18,21,20,20,21,21,23,24,20
