Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
2001,19,18,18,17,16,16,16,14,15,16,13,13
2002,15,13,13,13,14,13,14,14,13,14,15,14
2003,14,12,11,13,13,13,11,14,12,13,12,14
2004,11,14,14,14,20,13,17,13,15,15,15,18
2005,10,15,17,15,16,17,16,16,18,17,18,18
2006,19,19,21,19,19,19,19,20,20,20,21,19
2007,31,20,21,22,21,22,21,22,22,21,21,22
2008,22,18,18,16,25,14,17,15,15,16,13,13
2009,11,12,11,9,11,10,9,10,11,10,12,12
2010,12,13,13,13,12,11,12,12,13,14,14,12
2011,11,13,15,13,14,15,15,14,16,14,13,14
2012,13,12,14,14,15,15,15,14,15,14,16,17
2013,17,16,18,17,19,17,17,17,18,18,17,18
2014,19,19,17,20,20,21,22,22,20,20,21,21
2015,25,24,22,22,21,19,24,20,22,22,23,23
2016,26,21,23,24,25,23,22,22,22,24,26,23
2017,22,23,24,24,23,24,25,25,25,26,25,24
2018,25,24,25,23,26,28,27,28,28,27,28,28
2019,27,27,27,28,29,28,29,28,27,26,26,28
2020,28,27,25,19,23,19,24,24,26,26,27,28
2021,28,30,35,38,41,37,40,39,38,43,41,50
