Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
2001,8,9,9,9,10,10,8,10,9,8,7,7
2002,8,7,9,7,6,7,7,7,7,7,7,7
2003,7,7,6,7,7,7,7,6,7,7,7,7
2004,7,6,7,7,7,7,6,6,6,7,8,7
2005,6,7,7,7,7,7,7,8,7,7,7,7
2006,8,8,8,8,8,9,8,8,8,8,8,8
2007,8,8,8,9,8,8,8,8,7,8,8,8
2008,7,7,7,7,8,7,6,7,8,6,6,5
2009,6,6,6,5,4,5,5,5,5,5,5,5
2010,6,5,5,5,6,6,6,6,6,6,6,6
2011,5,7,6,8,7,7,7,7,7,7,8,7
2012,6,7,8,7,8,8,8,9,8,9,8,8
2013,9,8,8,9,8,9,9,9,9,9,9,9
2014,9,9,10,11,11,10,11,11,11,11,9,8
2015,12,12,12,12,11,11,11,10,11,11,11,11
2016,10,11,12,11,10,11,9,9,9,10,9,9
2017,11,11,11,9,10,9,10,9,10,9,10,10
2018,10,10,10,10,10,11,11,12,10,11,11,10
2019,15,10,11,11,12,12,12,13,13,13,12,12
2020,12,12,10,7,9,9,13,8,11,11,11,10
2021,11,11,12,11,13,13,13,13,13,13,17,13
