Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
2001,3.5,3.5,2.9,3.3,3.4,3.1,3.2,2.9,3.0,2.8,3.0,3.0
2002,2.8,2.9,3.0,2.8,2.6,2.9,2.7,2.8,2.4,2.5,2.4,2.2
2003,2.7,2.3,2.0,2.2,2.3,2.4,2.4,2.4,2.2,2.6,2.6,2.5
2004,3.0,2.6,2.7,2.8,2.9,2.8,2.9,2.9,3.2,3.1,2.8,3.2
2005,2.9,3.8,3.4,3.1,2.5,3.0,3.4,3.1,3.3,3.0,3.0,3.3
2006,3.0,3.0,3.5,3.5,3.2,3.6,3.3,3.5,3.5,3.8,3.6,3.1
2007,3.6,3.6,3.3,3.5,3.4,3.1,3.2,3.1,3.2,3.2,3.2,3.0
2008,3.1,2.7,2.8,2.6,2.6,2.8,2.4,2.5,2.3,2.9,2.3,2.1
2009,1.9,2.3,1.9,1.6,1.9,1.8,1.7,1.8,1.7,1.7,2.1,1.9
2010,2.2,1.7,2.0,2.4,2.3,2.1,2.5,2.3,2.3,2.6,2.3,2.4
2011,2.3,2.3,2.2,2.3,2.4,2.6,3.5,2.8,3.6,2.9,2.9,3.4
2012,3.4,3.5,4.1,3.1,3.2,3.1,2.9,2.7,3.3,2.5,2.5,2.6
2013,2.7,2.7,3.0,2.8,2.7,2.7,2.5,2.5,2.4,2.6,2.6,2.5
2014,2.5,2.6,2.6,2.7,2.9,3.0,2.9,3.6,3.2,3.4,3.0,3.3
2015,3.4,3.1,3.3,3.4,3.5,3.3,4.1,4.0,3.8,3.9,4.2,3.8
2016,4.0,3.8,4.0,3.6,3.8,3.7,3.7,3.6,3.6,3.3,3.5,3.5
2017,3.3,3.3,3.1,3.7,3.4,4.0,4.0,3.7,3.9,3.9,3.9,4.0
2018,3.8,4.2,4.5,4.0,4.5,4.3,4.4,4.6,4.3,4.5,4.5,4.3
2019,4.4,4.0,4.3,4.6,4.5,4.5,4.3,4.3,4.6,4.9,4.4,3.9
2020,4.5,4.5,3.3,3.4,4.6,4.0,5.0,5.1,4.9,5.1,4.9,5.0
2021,5.2,5.5,5.2,5.9,6.4,6.3,6.5,6.7,6.5,7.1,7.0,6.9
