Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
2001,40,30,31,32,33,32,28,30,28,28,27,26
2002,24,25,28,23,22,23,21,21,19,22,21,21
2003,30,22,21,21,23,22,26,25,20,24,24,23
2004,22,24,24,22,23,22,23,21,24,21,24,29
2005,26,25,26,24,25,25,24,25,25,26,24,25
2006,26,25,27,28,26,27,22,27,28,27,26,27
2007,27,26,26,28,25,28,27,29,29,30,27,29
2008,28,28,29,26,27,26,25,28,23,23,23,22
2009,16,21,19,16,19,16,14,16,16,18,20,18
2010,19,18,16,20,20,19,19,17,18,17,19,19
2011,20,24,22,26,26,29,27,28,27,28,27,27
2012,32,28,31,25,28,26,25,24,26,25,26,30
2013,20,26,25,25,27,30,32,37,33,33,32,27
2014,33,27,32,41,34,37,35,36,35,36,34,38
2015,36,40,38,39,39,38,38,38,40,41,40,41
2016,39,41,46,42,43,41,43,41,37,39,41,42
2017,41,43,41,46,40,48,41,49,52,48,47,47
2018,55,49,51,51,52,52,55,48,52,54,58,52
2019,53,49,50,50,50,52,51,47,49,51,49,46
2020,50,49,42,40,31,41,51,44,46,47,51,49
2021,50,55,60,70,55,59,70,67,71,75,73,77
