Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
2001,48,25,35,32,39,30,27,32,33,35,31,25
2002,36,83,23,28,26,26,31,25,23,28,33,30
2003,25,63,24,26,22,30,33,32,27,28,26,28
2004,29,24,30,27,28,22,29,24,30,21,24,24
2005,27,26,24,24,30,38,22,29,32,31,25,22
2006,28,29,36,28,50,27,23,28,26,23,27,21
2007,23,25,23,31,28,30,25,25,22,36,31,31
2008,30,29,29,30,25,35,31,38,33,38,38,52
2009,38,41,34,42,23,27,40,27,35,22,23,26
2010,35,26,26,24,28,18,28,23,28,27,27,39
2011,16,21,26,27,29,32,30,36,23,28,45,24
2012,26,29,20,21,37,31,22,28,22,43,17,18
2013,35,21,26,26,20,19,24,19,24,19,26,25
2014,19,22,19,23,19,24,21,17,19,19,21,22
2015,23,23,25,21,20,17,20,22,25,24,22,24
2016,18,28,19,22,25,18,19,20,17,19,22,18
2017,19,21,19,21,14,17,25,25,24,20,18,19
2018,22,23,27,22,25,34,19,23,24,21,24,21
2019,23,22,21,22,30,24,28,23,24,40,25,47
2020,24,24,160,214,26,31,25,24,29,22,44,29
2021,27,21,23,32,18,20,19,24,11,20,20,16
