Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
2001,33,31,33,28,31,25,28,27,25,26,27,25
2002,26,24,24,29,26,26,29,26,30,29,27,27
2003,28,27,25,25,25,27,26,27,27,29,26,27
2004,23,24,33,31,29,28,26,28,27,26,27,29
2005,29,31,32,31,32,32,31,32,34,29,35,34
2006,34,33,32,32,31,32,34,31,29,31,38,32
2007,28,29,36,33,32,31,31,31,31,34,31,30
2008,32,33,31,30,33,28,29,30,28,28,27,29
2009,26,25,23,23,22,21,28,21,25,23,24,22
2010,22,22,25,23,26,26,24,24,21,23,23,25
2011,22,24,24,25,23,25,25,28,27,23,25,27
2012,27,26,26,27,30,26,27,28,24,27,32,26
2013,22,27,28,30,29,27,26,26,28,29,27,27
2014,29,31,28,28,25,29,30,29,30,29,28,31
2015,30,29,30,28,28,30,32,26,31,29,31,32
2016,29,30,29,32,32,34,32,31,33,26,32,30
2017,33,31,31,25,32,29,26,34,33,34,34,35
2018,31,33,29,34,36,36,33,33,32,33,33,33
2019,36,34,35,36,34,34,36,37,37,36,37,39
2020,38,41,36,32,73,50,40,38,39,40,37,36
2021,37,38,41,39,40,47,44,44,40,37,44,40
