Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
2001,21,27,21,21,20,20,21,19,19,20,19,17
2002,23,20,20,20,23,21,21,20,23,21,20,21
2003,23,20,18,19,20,19,19,20,19,20,20,21
2004,20,19,21,24,19,19,20,20,20,21,20,19
2005,21,21,22,24,23,22,22,23,24,23,23,23
2006,22,28,21,21,22,23,23,25,22,23,28,22
2007,26,22,22,23,27,22,19,21,21,25,21,18
2008,20,21,21,21,23,20,20,20,17,18,17,19
2009,14,17,17,17,16,15,17,16,16,17,17,17
2010,20,14,16,16,17,18,17,15,17,18,17,17
2011,16,16,18,16,16,19,18,19,20,17,17,16
2012,19,20,16,19,20,17,19,20,15,20,19,21
2013,15,20,20,19,18,18,20,18,18,19,19,18
2014,18,17,20,20,19,22,16,18,21,20,18,20
2015,22,21,20,19,21,21,22,22,23,22,24,23
2016,23,22,22,25,26,26,26,34,25,18,23,20
2017,23,22,22,22,20,22,21,22,22,21,22,24
2018,17,21,23,21,26,23,21,22,20,23,24,26
2019,31,22,23,22,23,22,25,24,23,23,22,23
2020,25,24,20,13,38,30,23,20,17,35,32,22
2021,20,18,21,19,32,26,26,23,22,37,37,26
