Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
2001,139,135,119,113,114,110,122,117,110,106,116,101
2002,112,101,109,114,104,108,105,104,103,107,101,111
2003,108,114,120,86,113,117,107,108,122,128,125,124
2004,103,121,101,107,121,119,135,119,121,119,107,120
2005,125,119,131,131,111,120,130,133,132,131,144,138
2006,153,149,158,172,160,154,149,147,145,140,126,128
2007,133,125,126,133,130,144,125,139,148,106,133,121
2008,119,118,112,105,101,105,105,95,84,103,98,121
2009,91,101,95,85,92,80,86,82,87,81,84,73
2010,75,72,90,86,100,94,99,99,88,90,88,103
2011,93,108,80,88,80,88,87,95,146,108,118,178
2012,164,129,125,124,126,135,128,130,114,127,135,119
2013,131,137,140,129,123,131,127,129,152,118,112,104
2014,103,147,136,142,165,161,142,155,143,175,154,175
2015,165,153,146,169,173,153,180,177,180,182,184,193
2016,191,171,169,177,138,154,168,177,180,173,186,183
2017,159,184,187,205,204,252,190,180,187,178,177,185
2018,188,192,201,192,187,208,203,201,219,183,213,192
2019,210,214,223,215,224,212,228,222,216,255,216,213
2020,219,217,199,158,152,188,194,215,194,208,207,207
2021,206,243,223,267,254,271,320,303,336,288,296,313
